ips                                                                                                                                                                                                                                                                                                                                                                                                                                kind       count  percent  code
0x7ffff7dbdfe4|0x7ffff7834090|0x4271e6|0x41df92|0x415374|0x40e39f|0x40e8ba|0x40c366|0x404df8|0x40682d|0x7ffff7815083|0x404abe|                                                                                                                                                                                                                                                                                                     write      4143   2        <//>??:0<//>??:0<//>/usr/include/c++/9/ext/new_allocator.h:146<//>/usr/include/c++/9/bits/alloc_traits.h:483<//>/usr/include/c++/9/bits/stl_vector.h:1191<//>/home/ayelam/rmem-scheduler/apps/dataframe/dataframe/include/CSV/csv.hpp:1375<//>/home/ayelam/rmem-scheduler/apps/dataframe/dataframe/include/CSV/csv.hpp:1373<//>/home/ayelam/rmem-scheduler/apps/dataframe/dataframe/include/DataFrame/Internals/DataFrame_read.tcc:458<//>/home/ayelam/rmem-scheduler/apps/dataframe/dataframe/app/main.cc:44<//>/home/ayelam/rmem-scheduler/apps/dataframe/dataframe/app/main.cc:252<//>??:0<//>??:?
0x7ffff7dbdfe4|0x7ffff7834090|0x4274b5|0x41e1da|0x4153f4|0x40e480|0x40e8ba|0x40c366|0x404df8|0x40682d|0x7ffff7815083|0x404abe|                                                                                                                                                                                                                                                                                                     write      3860   2        <//>??:0<//>??:0<//>/usr/include/c++/9/ext/new_allocator.h:146<//>/usr/include/c++/9/bits/alloc_traits.h:483<//>/usr/include/c++/9/bits/stl_vector.h:1191<//>/home/ayelam/rmem-scheduler/apps/dataframe/dataframe/include/CSV/csv.hpp:1375<//>/home/ayelam/rmem-scheduler/apps/dataframe/dataframe/include/CSV/csv.hpp:1373<//>/home/ayelam/rmem-scheduler/apps/dataframe/dataframe/include/DataFrame/Internals/DataFrame_read.tcc:458<//>/home/ayelam/rmem-scheduler/apps/dataframe/dataframe/app/main.cc:44<//>/home/ayelam/rmem-scheduler/apps/dataframe/dataframe/app/main.cc:252<//>??:0<//>??:?
0x7ffff7dbdfe4|0x7ffff7834090|0x4274b5|0x41e1da|0x4153f4|0x437fc6|0x42d0f2|0x421d2f|0x4184c9|0x406e57|0x405079|0x40687f|0x7ffff7815083|0x404abe|                                                                                                                                                                                                                                                                                   write      3521   2        <//>??:0<//>??:0<//>/usr/include/c++/9/ext/new_allocator.h:146<//>/usr/include/c++/9/bits/alloc_traits.h:483<//>/usr/include/c++/9/bits/stl_vector.h:1191<//>/home/ayelam/rmem-scheduler/apps/dataframe/dataframe/include/DataFrame/Internals/DataFrame_misc.tcc:680<//>/home/ayelam/rmem-scheduler/apps/dataframe/dataframe/include/DataFrame/Vectors/HeteroVector.tcc:175<//>/home/ayelam/rmem-scheduler/apps/dataframe/dataframe/include/DataFrame/Vectors/HeteroVector.tcc:221<//>/home/ayelam/rmem-scheduler/apps/dataframe/dataframe/include/DataFrame/Vectors/HeteroVector.h:239<//>/home/ayelam/rmem-scheduler/apps/dataframe/dataframe/include/DataFrame/Internals/DataFrame_get.tcc:1094<//>/home/ayelam/rmem-scheduler/apps/dataframe/dataframe/app/main.cc:68<//>/home/ayelam/rmem-scheduler/apps/dataframe/dataframe/app/main.cc:258<//>??:0<//>??:?
0x7ffff7dbdfe4|0x7ffff7834090|0x427496|0x41e1da|0x4153f4|0x437fc6|0x42d0f2|0x421d2f|0x4184c9|0x40769b|0x405864|0x4068af|0x7ffff7815083|0x404abe|                                                                                                                                                                                                                                                                                   read       3452   2        <//>??:0<//>??:0<//>/usr/include/c++/9/ext/new_allocator.h:146<//>/usr/include/c++/9/bits/alloc_traits.h:483<//>/usr/include/c++/9/bits/stl_vector.h:1191<//>/home/ayelam/rmem-scheduler/apps/dataframe/dataframe/include/DataFrame/Internals/DataFrame_misc.tcc:680<//>/home/ayelam/rmem-scheduler/apps/dataframe/dataframe/include/DataFrame/Vectors/HeteroVector.tcc:175<//>/home/ayelam/rmem-scheduler/apps/dataframe/dataframe/include/DataFrame/Vectors/HeteroVector.tcc:221<//>/home/ayelam/rmem-scheduler/apps/dataframe/dataframe/include/DataFrame/Vectors/HeteroVector.h:239<//>/home/ayelam/rmem-scheduler/apps/dataframe/dataframe/include/DataFrame/Internals/DataFrame_get.tcc:1094<//>/home/ayelam/rmem-scheduler/apps/dataframe/dataframe/app/main.cc:124<//>/home/ayelam/rmem-scheduler/apps/dataframe/dataframe/app/main.cc:262<//>??:0<//>??:?
0x7ffff7dbdfe4|0x7ffff7834090|0x427496|0x41e1da|0x4153f4|0x437fc6|0x42d0f2|0x421d2f|0x4184c9|0x407abd|0x405d27|0x4068c7|0x7ffff7815083|0x404abe|                                                                                                                                                                                                                                                                                   read       3355   2        <//>??:0<//>??:0<//>/usr/include/c++/9/ext/new_allocator.h:146<//>/usr/include/c++/9/bits/alloc_traits.h:483<//>/usr/include/c++/9/bits/stl_vector.h:1191<//>/home/ayelam/rmem-scheduler/apps/dataframe/dataframe/include/DataFrame/Internals/DataFrame_misc.tcc:680<//>/home/ayelam/rmem-scheduler/apps/dataframe/dataframe/include/DataFrame/Vectors/HeteroVector.tcc:175<//>/home/ayelam/rmem-scheduler/apps/dataframe/dataframe/include/DataFrame/Vectors/HeteroVector.tcc:221<//>/home/ayelam/rmem-scheduler/apps/dataframe/dataframe/include/DataFrame/Vectors/HeteroVector.h:239<//>/home/ayelam/rmem-scheduler/apps/dataframe/dataframe/include/DataFrame/Internals/DataFrame_get.tcc:1094<//>/home/ayelam/rmem-scheduler/apps/dataframe/dataframe/app/main.cc:156<//>/home/ayelam/rmem-scheduler/apps/dataframe/dataframe/app/main.cc:264<//>??:0<//>??:?
0x7ffff7dbdfe4|0x7ffff7834090|0x4274b5|0x41e1da|0x4153f4|0x437fc6|0x42d0f2|0x421d2f|0x4184c9|0x406e57|0x405079|0x406862|0x7ffff7815083|0x404abe|                                                                                                                                                                                                                                                                                   write      3354   2        <//>??:0<//>??:0<//>/usr/include/c++/9/ext/new_allocator.h:146<//>/usr/include/c++/9/bits/alloc_traits.h:483<//>/usr/include/c++/9/bits/stl_vector.h:1191<//>/home/ayelam/rmem-scheduler/apps/dataframe/dataframe/include/DataFrame/Internals/DataFrame_misc.tcc:680<//>/home/ayelam/rmem-scheduler/apps/dataframe/dataframe/include/DataFrame/Vectors/HeteroVector.tcc:175<//>/home/ayelam/rmem-scheduler/apps/dataframe/dataframe/include/DataFrame/Vectors/HeteroVector.tcc:221<//>/home/ayelam/rmem-scheduler/apps/dataframe/dataframe/include/DataFrame/Vectors/HeteroVector.h:239<//>/home/ayelam/rmem-scheduler/apps/dataframe/dataframe/include/DataFrame/Internals/DataFrame_get.tcc:1094<//>/home/ayelam/rmem-scheduler/apps/dataframe/dataframe/app/main.cc:68<//>/home/ayelam/rmem-scheduler/apps/dataframe/dataframe/app/main.cc:256<//>??:0<//>??:?
0x7ffff7dbdfe4|0x7ffff7834090|0x4274b5|0x41e1da|0x4153f4|0x40e58e|0x40e8ba|0x40c366|0x404df8|0x40682d|0x7ffff7815083|0x404abe|                                                                                                                                                                                                                                                                                                     write      3015   1        <//>??:0<//>??:0<//>/usr/include/c++/9/ext/new_allocator.h:146<//>/usr/include/c++/9/bits/alloc_traits.h:483<//>/usr/include/c++/9/bits/stl_vector.h:1191<//>/home/ayelam/rmem-scheduler/apps/dataframe/dataframe/include/CSV/csv.hpp:1375<//>/home/ayelam/rmem-scheduler/apps/dataframe/dataframe/include/CSV/csv.hpp:1373<//>/home/ayelam/rmem-scheduler/apps/dataframe/dataframe/include/DataFrame/Internals/DataFrame_read.tcc:458<//>/home/ayelam/rmem-scheduler/apps/dataframe/dataframe/app/main.cc:44<//>/home/ayelam/rmem-scheduler/apps/dataframe/dataframe/app/main.cc:252<//>??:0<//>??:?
0x7ffff7dbdfe4|0x7ffff7834090|0x4274b5|0x41e1da|0x4153f4|0x40e642|0x40e8ba|0x40c366|0x404df8|0x40682d|0x7ffff7815083|0x404abe|                                                                                                                                                                                                                                                                                                     write      3008   1        <//>??:0<//>??:0<//>/usr/include/c++/9/ext/new_allocator.h:146<//>/usr/include/c++/9/bits/alloc_traits.h:483<//>/usr/include/c++/9/bits/stl_vector.h:1191<//>/home/ayelam/rmem-scheduler/apps/dataframe/dataframe/include/CSV/csv.hpp:1375<//>/home/ayelam/rmem-scheduler/apps/dataframe/dataframe/include/CSV/csv.hpp:1373<//>/home/ayelam/rmem-scheduler/apps/dataframe/dataframe/include/DataFrame/Internals/DataFrame_read.tcc:458<//>/home/ayelam/rmem-scheduler/apps/dataframe/dataframe/app/main.cc:44<//>/home/ayelam/rmem-scheduler/apps/dataframe/dataframe/app/main.cc:252<//>??:0<//>??:?
0x7ffff7dbdfe4|0x7ffff7834090|0x4274b5|0x41e1da|0x4153f4|0x40e507|0x40e8ba|0x40c366|0x404df8|0x40682d|0x7ffff7815083|0x404abe|                                                                                                                                                                                                                                                                                                     write      2917   1        <//>??:0<//>??:0<//>/usr/include/c++/9/ext/new_allocator.h:146<//>/usr/include/c++/9/bits/alloc_traits.h:483<//>/usr/include/c++/9/bits/stl_vector.h:1191<//>/home/ayelam/rmem-scheduler/apps/dataframe/dataframe/include/CSV/csv.hpp:1375<//>/home/ayelam/rmem-scheduler/apps/dataframe/dataframe/include/CSV/csv.hpp:1373<//>/home/ayelam/rmem-scheduler/apps/dataframe/dataframe/include/DataFrame/Internals/DataFrame_read.tcc:458<//>/home/ayelam/rmem-scheduler/apps/dataframe/dataframe/app/main.cc:44<//>/home/ayelam/rmem-scheduler/apps/dataframe/dataframe/app/main.cc:252<//>??:0<//>??:?
0x7ffff7dbdfe4|0x7ffff7834090|0x4274b5|0x41e1da|0x4153f4|0x40e66f|0x40e8ba|0x40c366|0x404df8|0x40682d|0x7ffff7815083|0x404abe|                                                                                                                                                                                                                                                                                                     write      2893   1        <//>??:0<//>??:0<//>/usr/include/c++/9/ext/new_allocator.h:146<//>/usr/include/c++/9/bits/alloc_traits.h:483<//>/usr/include/c++/9/bits/stl_vector.h:1191<//>/home/ayelam/rmem-scheduler/apps/dataframe/dataframe/include/CSV/csv.hpp:1375<//>/home/ayelam/rmem-scheduler/apps/dataframe/dataframe/include/CSV/csv.hpp:1373<//>/home/ayelam/rmem-scheduler/apps/dataframe/dataframe/include/DataFrame/Internals/DataFrame_read.tcc:458<//>/home/ayelam/rmem-scheduler/apps/dataframe/dataframe/app/main.cc:44<//>/home/ayelam/rmem-scheduler/apps/dataframe/dataframe/app/main.cc:252<//>??:0<//>??:?
0x7ffff7dbdfe4|0x7ffff7834090|0x4274b5|0x41e1da|0x4153f4|0x40e5bb|0x40e8ba|0x40c366|0x404df8|0x40682d|0x7ffff7815083|0x404abe|                                                                                                                                                                                                                                                                                                     write      2627   1        <//>??:0<//>??:0<//>/usr/include/c++/9/ext/new_allocator.h:146<//>/usr/include/c++/9/bits/alloc_traits.h:483<//>/usr/include/c++/9/bits/stl_vector.h:1191<//>/home/ayelam/rmem-scheduler/apps/dataframe/dataframe/include/CSV/csv.hpp:1375<//>/home/ayelam/rmem-scheduler/apps/dataframe/dataframe/include/CSV/csv.hpp:1373<//>/home/ayelam/rmem-scheduler/apps/dataframe/dataframe/include/DataFrame/Internals/DataFrame_read.tcc:458<//>/home/ayelam/rmem-scheduler/apps/dataframe/dataframe/app/main.cc:44<//>/home/ayelam/rmem-scheduler/apps/dataframe/dataframe/app/main.cc:252<//>??:0<//>??:?
0x7ffff7dbdfe4|0x7ffff7834090|0x42705a|0x41dd9b|0x4152f4|0x40e3f9|0x40e8ba|0x40c366|0x404df8|0x40682d|0x7ffff7815083|0x404abe|                                                                                                                                                                                                                                                                                                     write      2469   1        <//>??:0<//>??:0<//>/usr/include/c++/9/ext/new_allocator.h:146<//>/usr/include/c++/9/bits/alloc_traits.h:483<//>/usr/include/c++/9/bits/stl_vector.h:1191<//>/home/ayelam/rmem-scheduler/apps/dataframe/dataframe/include/CSV/csv.hpp:1375<//>/home/ayelam/rmem-scheduler/apps/dataframe/dataframe/include/CSV/csv.hpp:1373<//>/home/ayelam/rmem-scheduler/apps/dataframe/dataframe/include/DataFrame/Internals/DataFrame_read.tcc:458<//>/home/ayelam/rmem-scheduler/apps/dataframe/dataframe/app/main.cc:44<//>/home/ayelam/rmem-scheduler/apps/dataframe/dataframe/app/main.cc:252<//>??:0<//>??:?
0x7ffff7dbdfe4|0x7ffff7834090|0x42eb1b|0x423029|0x419206|0x411768|0x405cc9|0x4068c7|0x7ffff7815083|0x404abe|                                                                                                                                                                                                                                                                                                                       write      2437   1        <//>??:0<//>??:0<//>/usr/include/c++/9/ext/new_allocator.h:146<//>/usr/include/c++/9/bits/alloc_traits.h:483<//>/usr/include/c++/9/bits/vector.tcc:117<//>/usr/include/c++/9/bits/stl_vector.h:1201<//>/home/ayelam/rmem-scheduler/apps/dataframe/dataframe/app/main.cc:146<//>/home/ayelam/rmem-scheduler/apps/dataframe/dataframe/app/main.cc:264<//>??:0<//>??:?
0x7ffff7dbdfe4|0x7ffff7834090|0x42705a|0x41dd9b|0x4152f4|0x40e372|0x40e8ba|0x40c366|0x404df8|0x40682d|0x7ffff7815083|0x404abe|                                                                                                                                                                                                                                                                                                     write      2321   1        <//>??:0<//>??:0<//>/usr/include/c++/9/ext/new_allocator.h:146<//>/usr/include/c++/9/bits/alloc_traits.h:483<//>/usr/include/c++/9/bits/stl_vector.h:1191<//>/home/ayelam/rmem-scheduler/apps/dataframe/dataframe/include/CSV/csv.hpp:1375<//>/home/ayelam/rmem-scheduler/apps/dataframe/dataframe/include/CSV/csv.hpp:1373<//>/home/ayelam/rmem-scheduler/apps/dataframe/dataframe/include/DataFrame/Internals/DataFrame_read.tcc:458<//>/home/ayelam/rmem-scheduler/apps/dataframe/dataframe/app/main.cc:44<//>/home/ayelam/rmem-scheduler/apps/dataframe/dataframe/app/main.cc:252<//>??:0<//>??:?
0x7ffff7dbdfe4|0x7ffff7834090|0x4274b5|0x41e1da|0x4153f4|0x40e5e8|0x40e8ba|0x40c366|0x404df8|0x40682d|0x7ffff7815083|0x404abe|                                                                                                                                                                                                                                                                                                     write      2309   1        <//>??:0<//>??:0<//>/usr/include/c++/9/ext/new_allocator.h:146<//>/usr/include/c++/9/bits/alloc_traits.h:483<//>/usr/include/c++/9/bits/stl_vector.h:1191<//>/home/ayelam/rmem-scheduler/apps/dataframe/dataframe/include/CSV/csv.hpp:1375<//>/home/ayelam/rmem-scheduler/apps/dataframe/dataframe/include/CSV/csv.hpp:1373<//>/home/ayelam/rmem-scheduler/apps/dataframe/dataframe/include/DataFrame/Internals/DataFrame_read.tcc:458<//>/home/ayelam/rmem-scheduler/apps/dataframe/dataframe/app/main.cc:44<//>/home/ayelam/rmem-scheduler/apps/dataframe/dataframe/app/main.cc:252<//>??:0<//>??:?
0x7ffff7dbdfe4|0x7ffff7834090|0x410527|0x404f30|0x406845|0x7ffff7815083|0x404abe|                                                                                                                                                                                                                                                                                                                                                  read       2266   1        <//>??:0<//>??:0<//>/home/ayelam/rmem-scheduler/apps/dataframe/dataframe/include/DataFrame/Internals/DataFrame_get.tcc:183<//>/home/ayelam/rmem-scheduler/apps/dataframe/dataframe/app/main.cc:53<//>/home/ayelam/rmem-scheduler/apps/dataframe/dataframe/app/main.cc:254<//>??:0<//>??:?
0x7ffff7dbdfe4|0x7ffff7834090|0x42705a|0x41dd9b|0x4152f4|0x437c62|0x42cfb2|0x421cfb|0x4184c9|0x407279|0x40578f|0x4068af|0x7ffff7815083|0x404abe|                                                                                                                                                                                                                                                                                   write      1606   1        <//>??:0<//>??:0<//>/usr/include/c++/9/ext/new_allocator.h:146<//>/usr/include/c++/9/bits/alloc_traits.h:483<//>/usr/include/c++/9/bits/stl_vector.h:1191<//>/home/ayelam/rmem-scheduler/apps/dataframe/dataframe/include/DataFrame/Internals/DataFrame_misc.tcc:680<//>/home/ayelam/rmem-scheduler/apps/dataframe/dataframe/include/DataFrame/Vectors/HeteroVector.tcc:175<//>/home/ayelam/rmem-scheduler/apps/dataframe/dataframe/include/DataFrame/Vectors/HeteroVector.tcc:221<//>/home/ayelam/rmem-scheduler/apps/dataframe/dataframe/include/DataFrame/Vectors/HeteroVector.h:239<//>/home/ayelam/rmem-scheduler/apps/dataframe/dataframe/include/DataFrame/Internals/DataFrame_get.tcc:1094<//>/home/ayelam/rmem-scheduler/apps/dataframe/dataframe/app/main.cc:116<//>/home/ayelam/rmem-scheduler/apps/dataframe/dataframe/app/main.cc:262<//>??:0<//>??:?
